,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,_Desc,_Desc2,_Desc3,HP,Damage,Defence,_TIER,_HP,_Damage,_Defence,,,,,,,,,,,,,,,,,,
4_131,4_43,Warrior,Normal,2850,57,152,23750,,,,,,,,,,,,,,,,,,,,,
4_132,4_43,Tank,Normal,3800,38,285,36100,,,,,,,,,,,,,,,,,,,,,
4_133,4_43,Archer,Normal,1900,95,57,17100,,,,,,,,,,,,,,,,,,,,,
4_134,4_44,Warrior,Normal,2865,57,153,23865,,,,,,,,,,,,,,,,,,,,,
4_135,4_44,Tank,Normal,3820,38,287,36320,,,,,,,,,,,,,,,,,,,,,
4_136,4_44,Archer,Normal,1910,96,57,17210,,,,,,,,,,,,,,,,,,,,,
4_137,4_45,Warrior,Normal,2880,58,154,24080,,,,,,,,,,,,,,,,,,,,,
4_138,4_45,Tank,Normal,3840,38,288,36440,,,,,,,,,,,,,,,,,,,,,
4_139,4_45,Archer,Normal,1920,96,58,17320,,,,,,,,,,,,,,,,,,,,,
4_140,4_46,Warrior,Normal,2895,58,154,24095,,,,,,,,,,,,,,,,,,,,,
4_141,4_46,Tank,Normal,3860,39,289,36660,,,,,,,,,,,,,,,,,,,,,
4_142,4_46,Archer,Normal,1930,96,58,17330,,,,,,,,,,,,,,,,,,,,,
4_143,4_47,Warrior,Normal,2909,58,155,24209,,,,,,,,,,,,,,,,,,,,,
4_144,4_47,Tank,Normal,3879,39,291,36879,,,,,,,,,,,,,,,,,,,,,
4_145,4_47,Archer,Normal,1939,97,58,17439,,,,,,,,,,,,,,,,,,,,,
4_146,4_48,Warrior,Normal,2923,58,156,24323,,,,,,,,,,,,,,,,,,,,,
4_147,4_48,Tank,Normal,3898,39,292,36998,,,,,,,,,,,,,,,,,,,,,
4_148,4_48,Archer,Normal,1949,97,58,17449,,,,,,,,,,,,,,,,,,,,,
4_149,4_49,Warrior,Normal,2937,59,157,24537,,,,,,,,,,,,,,,,,,,,,
4_150,4_49,Tank,Normal,3916,39,294,37216,,,,,,,,,,,,,,,,,,,,,
4_151,4_49,Archer,Normal,1958,98,59,17658,,,,,,,,,,,,,,,,,,,,,
4_152,4_50,Warrior,Normal,2951,59,157,24551,,,,,,,,,,,,,,,,,,,,,
4_153,4_50,Tank,Normal,3934,39,295,37334,,,,,,,,,,,,,,,,,,,,,
4_154,4_50,Archer,Normal,1967,98,59,17667,,,,,,,,,,,,,,,,,,,,,
4_155,5_5,Warrior,Boss,10860,217,579,90460,1,1,1,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_1,5_1,Warrior,Normal,3000,60,160,25000,,,,,,,,,,,,,,,,,,,,,
5_2,5_1,Tank,Normal,2000,20,150,19000,,,,,,,,,,,,,,,,,,,,,
5_3,5_1,Archer,Normal,1000,50,30,9000,,,,,,,,,,,,,,,,,,,,,
5_4,5_2,Warrior,Normal,1759,35,94,14659,,,,,,,,,,,,,,,,,,,,,
5_5,5_2,Tank,Normal,2346,23,176,22246,,,,,,,,,,,,,,,,,,,,,
5_6,5_2,Archer,Normal,1173,59,35,10573,,,,,,,,,,,,,,,,,,,,,
5_7,5_3,Warrior,Normal,1931,39,103,16131,,,,,,,,,,,,,,,,,,,,,
5_8,5_3,Tank,Normal,2575,26,193,24475,,,,,,,,,,,,,,,,,,,,,
5_9,5_3,Archer,Normal,1287,64,39,11587,,,,,,,,,,,,,,,,,,,,,
5_10,5_4,Warrior,Normal,2063,41,110,17163,,,,,,,,,,,,,,,,,,,,,
5_11,5_4,Tank,Normal,2751,28,206,26151,,,,,,,,,,,,,,,,,,,,,
5_12,5_4,Archer,Normal,1376,69,41,12376,,,,,,,,,,,,,,,,,,,,,
5_13,5_5,Warrior,Normal,2172,43,116,18072,,,,,,,,,,,,,,,,,,,,,
5_14,5_5,Tank,Normal,2896,29,217,27496,,,,,,,,,,,,,,,,,,,,,
5_15,5_5,Archer,Normal,1448,72,43,12948,,,,,,,,,,,,,,,,,,,,,
5_16,5_6,Warrior,Normal,2265,45,121,18865,,,,,,,,,,,,,,,,,,,,,
5_17,5_6,Tank,Normal,3020,30,226,28620,,,,,,,,,,,,,,,,,,,,,
5_18,5_6,Archer,Normal,1510,75,45,13510,,,,,,,,,,,,,,,,,,,,,
5_19,5_7,Warrior,Normal,2347,47,125,19547,,,,,,,,,,,,,,,,,,,,,
5_20,5_7,Tank,Normal,3129,31,235,29729,,,,,,,,,,,,,,,,,,,,,
5_21,5_7,Archer,Normal,1564,78,47,14064,,,,,,,,,,,,,,,,,,,,,
5_22,5_8,Warrior,Normal,2420,48,129,20120,,,,,,,,,,,,,,,,,,,,,
5_23,5_8,Tank,Normal,3227,32,242,30627,,,,,,,,,,,,,,,,,,,,,
5_24,5_8,Archer,Normal,1613,81,48,14513,,,,,,,,,,,,,,,,,,,,,
5_25,5_9,Warrior,Normal,2486,50,133,20786,,,,,,,,,,,,,,,,,,,,,
5_26,5_9,Tank,Normal,3315,33,249,31515,,,,,,,,,,,,,,,,,,,,,
5_27,5_9,Archer,Normal,1658,83,50,14958,,,,,,,,,,,,,,,,,,,,,
5_28,5_10,Warrior,Normal,2547,51,136,21247,,,,,,,,,,,,,,,,,,,,,
5_29,5_10,Tank,Normal,3396,34,255,32296,,,,,,,,,,,,,,,,,,,,,
5_30,5_10,Archer,Normal,1698,85,51,15298,,,,,,,,,,,,,,,,,,,,,
5_31,5_15,Warrior,Named,6991,140,373,58291,1,1,1,,,,,,,,,,,,,,,,,,
5_32,5_11,Warrior,Normal,2604,52,139,21704,,,,,,,,,,,,,,,,,,,,,
5_33,5_11,Tank,Normal,3472,35,260,32972,,,,,,,,,,,,,,,,,,,,,
5_34,5_11,Archer,Normal,1736,87,52,15636,,,,,,,,,,,,,,,,,,,,,
5_35,5_12,Warrior,Normal,2656,53,142,22156,,,,,,,,,,,,,,,,,,,,,
5_36,5_12,Tank,Normal,3542,35,266,33642,,,,,,,,,,,,,,,,,,,,,
5_37,5_12,Archer,Normal,1771,89,53,15971,,,,,,,,,,,,,,,,,,,,,
5_38,5_13,Warrior,Normal,2706,54,144,22506,,,,,,,,,,,,,,,,,,,,,
5_39,5_13,Tank,Normal,3608,36,271,34308,,,,,,,,,,,,,,,,,,,,,
5_40,5_13,Archer,Normal,1804,90,54,16204,,,,,,,,,,,,,,,,,,,,,
5_41,5_14,Warrior,Normal,2752,55,147,22952,,,,,,,,,,,,,,,,,,,,,
5_42,5_14,Tank,Normal,3670,37,275,34870,,,,,,,,,,,,,,,,,,,,,
5_43,5_14,Archer,Normal,1835,92,55,16535,,,,,,,,,,,,,,,,,,,,,
5_44,5_15,Warrior,Normal,2796,56,149,23296,,,,,,,,,,,,,,,,,,,,,
5_45,5_15,Tank,Normal,3728,37,280,35428,,,,,,,,,,,,,,,,,,,,,
5_46,5_15,Archer,Normal,1864,93,56,16764,,,,,,,,,,,,,,,,,,,,,
5_47,5_16,Warrior,Normal,2838,57,151,23638,,,,,,,,,,,,,,,,,,,,,
5_48,5_16,Tank,Normal,3784,38,284,35984,,,,,,,,,,,,,,,,,,,,,
5_49,5_16,Archer,Normal,1892,95,57,17092,,,,,,,,,,,,,,,,,,,,,
5_50,5_17,Warrior,Normal,2878,58,153,23978,,,,,,,,,,,,,,,,,,,,,
5_51,5_17,Tank,Normal,3837,38,288,36437,,,,,,,,,,,,,,,,,,,,,
5_52,5_17,Archer,Normal,1919,96,58,17319,,,,,,,,,,,,,,,,,,,,,
5_53,5_18,Warrior,Normal,2916,58,156,24316,,,,,,,,,,,,,,,,,,,,,
5_54,5_18,Tank,Normal,3888,39,292,36988,,,,,,,,,,,,,,,,,,,,,
5_55,5_18,Archer,Normal,1944,97,58,17444,,,,,,,,,,,,,,,,,,,,,
5_56,5_19,Warrior,Normal,2953,59,157,24553,,,,,,,,,,,,,,,,,,,,,
5_57,5_19,Tank,Normal,3937,39,295,37337,,,,,,,,,,,,,,,,,,,,,
5_58,5_19,Archer,Normal,1968,98,59,17668,,,,,,,,,,,,,,,,,,,,,
5_59,5_20,Warrior,Normal,2988,60,159,24888,,,,,,,,,,,,,,,,,,,,,
5_60,5_20,Tank,Normal,3984,40,299,37884,,,,,,,,,,,,,,,,,,,,,
5_61,5_20,Archer,Normal,1992,100,60,17992,,,,,,,,,,,,,,,,,,,,,
5_62,5_25,Tank,Named,10483,105,786,99583,1,1,1,,,,,,,,,,,,,,,,,,
5_63,5_21,Warrior,Normal,3021,60,161,25121,,,,,,,,,,,,,,,,,,,,,
5_64,5_21,Tank,Normal,4028,40,302,38228,,,,,,,,,,,,,,,,,,,,,
5_65,5_21,Archer,Normal,2014,101,60,18114,,,,,,,,,,,,,,,,,,,,,
5_66,5_22,Warrior,Normal,3054,61,163,25454,,,,,,,,,,,,,,,,,,,,,
5_67,5_22,Tank,Normal,4072,41,305,38672,,,,,,,,,,,,,,,,,,,,,
5_68,5_22,Archer,Normal,2036,102,61,18336,,,,,,,,,,,,,,,,,,,,,
5_69,5_23,Warrior,Normal,3085,62,165,25785,,,,,,,,,,,,,,,,,,,,,
5_70,5_23,Tank,Normal,4114,41,309,39114,,,,,,,,,,,,,,,,,,,,,
5_71,5_23,Archer,Normal,2057,103,62,18557,,,,,,,,,,,,,,,,,,,,,
5_72,5_24,Warrior,Normal,3116,62,166,25916,,,,,,,,,,,,,,,,,,,,,
5_73,5_24,Tank,Normal,4154,42,312,39554,,,,,,,,,,,,,,,,,,,,,
5_74,5_24,Archer,Normal,2077,104,62,18677,,,,,,,,,,,,,,,,,,,,,
5_75,5_25,Warrior,Normal,3145,63,168,26245,,,,,,,,,,,,,,,,,,,,,
5_76,5_25,Tank,Normal,4193,42,314,39793,,,,,,,,,,,,,,,,,,,,,
5_77,5_25,Archer,Normal,2097,105,63,18897,,,,,,,,,,,,,,,,,,,,,
5_78,5_26,Warrior,Normal,3173,63,169,26373,,,,,,,,,,,,,,,,,,,,,
5_79,5_26,Tank,Normal,4231,42,317,40131,,,,,,,,,,,,,,,,,,,,,
5_80,5_26,Archer,Normal,2116,106,63,19016,,,,,,,,,,,,,,,,,,,,,
5_81,5_27,Warrior,Normal,3201,64,171,26701,,,,,,,,,,,,,,,,,,,,,
5_82,5_27,Tank,Normal,4268,43,320,40568,,,,,,,,,,,,,,,,,,,,,
5_83,5_27,Archer,Normal,2134,107,64,19234,,,,,,,,,,,,,,,,,,,,,
5_84,5_28,Warrior,Normal,3228,65,172,26928,,,,,,,,,,,,,,,,,,,,,
5_85,5_28,Tank,Normal,4304,43,323,40904,,,,,,,,,,,,,,,,,,,,,
5_86,5_28,Archer,Normal,2152,108,65,19452,,,,,,,,,,,,,,,,,,,,,
5_87,5_29,Warrior,Normal,3254,65,174,27154,,,,,,,,,,,,,,,,,,,,,
5_88,5_29,Tank,Normal,4339,43,325,41139,,,,,,,,,,,,,,,,,,,,,
5_89,5_29,Archer,Normal,2169,108,65,19469,,,,,,,,,,,,,,,,,,,,,
5_90,5_30,Warrior,Normal,3280,66,175,27380,,,,,,,,,,,,,,,,,,,,,
5_91,5_30,Tank,Normal,4373,44,328,41573,,,,,,,,,,,,,,,,,,,,,
5_92,5_30,Archer,Normal,2186,109,66,19686,,,,,,,,,,,,,,,,,,,,,
5_93,5_35,Warrior,Named,8495,170,453,70795,1,1,1,,,,,,,,,,,,,,,,,,
5_94,5_31,Warrior,Normal,3304,66,176,27504,,,,,,,,,,,,,,,,,,,,,
5_95,5_31,Tank,Normal,4406,44,330,41806,,,,,,,,,,,,,,,,,,,,,
5_96,5_31,Archer,Normal,2203,110,66,19803,,,,,,,,,,,,,,,,,,,,,
5_97,5_32,Warrior,Normal,3329,67,178,27829,,,,,,,,,,,,,,,,,,,,,
5_98,5_32,Tank,Normal,4438,44,333,42138,,,,,,,,,,,,,,,,,,,,,
5_99,5_32,Archer,Normal,2219,111,67,20019,,,,,,,,,,,,,,,,,,,,,
5_100,5_33,Warrior,Normal,3352,67,179,27952,,,,,,,,,,,,,,,,,,,,,
5_101,5_33,Tank,Normal,4470,45,335,42470,,,,,,,,,,,,,,,,,,,,,
5_102,5_33,Archer,Normal,2235,112,67,20135,,,,,,,,,,,,,,,,,,,,,
5_103,5_34,Warrior,Normal,3375,68,180,28175,,,,,,,,,,,,,,,,,,,,,
5_104,5_34,Tank,Normal,4501,45,338,42801,,,,,,,,,,,,,,,,,,,,,
5_105,5_34,Archer,Normal,2250,113,68,20350,,,,,,,,,,,,,,,,,,,,,
5_106,5_35,Warrior,Normal,3398,68,181,28298,,,,,,,,,,,,,,,,,,,,,
5_107,5_35,Tank,Normal,4531,45,340,43031,,,,,,,,,,,,,,,,,,,,,
5_108,5_35,Archer,Normal,2265,113,68,20365,,,,,,,,,,,,,,,,,,,,,
5_109,5_36,Warrior,Normal,3420,68,182,28420,,,,,,,,,,,,,,,,,,,,,
5_110,5_36,Tank,Normal,4560,46,342,43360,,,,,,,,,,,,,,,,,,,,,
5_111,5_36,Archer,Normal,2280,114,68,20480,,,,,,,,,,,,,,,,,,,,,
5_112,5_37,Warrior,Normal,3442,69,184,28742,,,,,,,,,,,,,,,,,,,,,
5_113,5_37,Tank,Normal,4589,46,344,43589,,,,,,,,,,,,,,,,,,,,,
5_114,5_37,Archer,Normal,2294,115,69,20694,,,,,,,,,,,,,,,,,,,,,
5_115,5_38,Warrior,Normal,3463,69,185,28863,,,,,,,,,,,,,,,,,,,,,
5_116,5_38,Tank,Normal,4617,46,346,43817,,,,,,,,,,,,,,,,,,,,,
5_117,5_38,Archer,Normal,2309,115,69,20709,,,,,,,,,,,,,,,,,,,,,
5_118,5_39,Warrior,Normal,3484,70,186,29084,,,,,,,,,,,,,,,,,,,,,
5_119,5_39,Tank,Normal,4645,46,348,44045,,,,,,,,,,,,,,,,,,,,,
5_120,5_39,Archer,Normal,2322,116,70,20922,,,,,,,,,,,,,,,,,,,,,
5_121,5_40,Warrior,Normal,3504,70,187,29204,,,,,,,,,,,,,,,,,,,,,
5_122,5_40,Tank,Normal,4672,47,350,44372,,,,,,,,,,,,,,,,,,,,,
5_123,5_40,Archer,Normal,2336,117,70,21036,,,,,,,,,,,,,,,,,,,,,
5_124,5_45,Warrior,Named,9001,180,480,75001,1,1,1,,,,,,,,,,,,,,,,,,
5_125,5_41,Warrior,Normal,3524,70,188,29324,,,,,,,,,,,,,,,,,,,,,
5_126,5_41,Tank,Normal,4699,47,352,44599,,,,,,,,,,,,,,,,,,,,,
5_127,5_41,Archer,Normal,2349,117,70,21049,,,,,,,,,,,,,,,,,,,,,
5_128,5_42,Warrior,Normal,3544,71,189,29544,,,,,,,,,,,,,,,,,,,,,
5_129,5_42,Tank,Normal,4725,47,354,44825,,,,,,,,,,,,,,,,,,,,,
5_130,5_42,Archer,Normal,2362,118,71,21262,,,,,,,,,,,,,,,,,,,,,
5_131,5_43,Warrior,Normal,3563,71,190,29663,,,,,,,,,,,,,,,,,,,,,
5_132,5_43,Tank,Normal,4750,48,356,45150,,,,,,,,,,,,,,,,,,,,,
5_133,5_43,Archer,Normal,2375,119,71,21375,,,,,,,,,,,,,,,,,,,,,
5_134,5_44,Warrior,Normal,3582,72,191,29882,,,,,,,,,,,,,,,,,,,,,
5_135,5_44,Tank,Normal,4776,48,358,45376,,,,,,,,,,,,,,,,,,,,,
5_136,5_44,Archer,Normal,2388,119,72,21488,,,,,,,,,,,,,,,,,,,,,
5_137,5_45,Warrior,Normal,3600,72,192,30000,,,,,,,,,,,,,,,,,,,,,
5_138,5_45,Tank,Normal,4800,48,360,45600,,,,,,,,,,,,,,,,,,,,,
5_139,5_45,Archer,Normal,2400,120,72,21600,,,,,,,,,,,,,,,,,,,,,
5_140,5_46,Warrior,Normal,3618,72,193,30118,,,,,,,,,,,,,,,,,,,,,
5_141,5_46,Tank,Normal,4825,48,362,45825,,,,,,,,,,,,,,,,,,,,,
5_142,5_46,Archer,Normal,2412,121,72,21712,,,,,,,,,,,,,,,,,,,,,
5_143,5_47,Warrior,Normal,3636,73,194,30336,,,,,,,,,,,,,,,,,,,,,
5_144,5_47,Tank,Normal,4849,48,364,46049,,,,,,,,,,,,,,,,,,,,,
5_145,5_47,Archer,Normal,2424,121,73,21824,,,,,,,,,,,,,,,,,,,,,
5_146,5_48,Warrior,Normal,3654,73,195,30454,,,,,,,,,,,,,,,,,,,,,
5_147,5_48,Tank,Normal,4872,49,365,46272,,,,,,,,,,,,,,,,,,,,,
5_148,5_48,Archer,Normal,2436,122,73,21936,,,,,,,,,,,,,,,,,,,,,
5_149,5_49,Warrior,Normal,3671,73,196,30571,,,,,,,,,,,,,,,,,,,,,
5_150,5_49,Tank,Normal,4895,49,367,46495,,,,,,,,,,,,,,,,,,,,,
5_151,5_49,Archer,Normal,2448,122,73,21948,,,,,,,,,,,,,,,,,,,,,
5_152,5_50,Warrior,Normal,3689,74,197,30789,,,,,,,,,,,,,,,,,,,,,
5_153,5_50,Tank,Normal,4918,49,369,46718,,,,,,,,,,,,,,,,,,,,,
5_154,5_50,Archer,Normal,2459,123,74,22159,,,,,,,,,,,,,,,,,,,,,
5_155,6_5,Warrior,Boss,13032,261,695,108632,1,1,1,,,,,,,,,,,,,,,,,,
;골드 던전,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001_1,1_5,Tank,Normal,579,6,43,,,,,,,,,,,,,,,,,,,,,,
10001_2,1_5,Tank,Normal,579,6,43,,,,,,,,,,,,,,,,,,,,,,
10001_3,1_5,Tank,Normal,579,6,43,,,,,,,,,,,,,,,,,,,,,,
10002_1,1_15,Tank,Named,1864,19,140,,,,,,,,,,,,,,,,,,,,,,
10002_2,1_15,Tank,Named,1864,19,140,,,,,,,,,,,,,,,,,,,,,,
10002_3,1_15,Tank,Named,1864,19,140,,,,,,,,,,,,,,,,,,,,,,
10003_1,1_50,Tank,Named,2459,25,184,,,,,,,,,,,,,,,,,,,,,,
10003_2,1_50,Tank,Named,2459,25,184,,,,,,,,,,,,,,,,,,,,,,
10003_3,1_50,Tank,Named,2459,25,184,,,,,,,,,,,,,,,,,,,,,,
10004_1,2_15,Tank,Named,3728,37,280,,,,,,,,,,,,,,,,,,,,,,
10004_2,2_15,Tank,Named,3728,37,280,,,,,,,,,,,,,,,,,,,,,,
10004_3,2_15,Tank,Named,3728,37,280,,,,,,,,,,,,,,,,,,,,,,
10005_1,2_30,Tank,Named,4373,44,328,,,,,,,,,,,,,,,,,,,,,,
10005_2,2_30,Tank,Named,4373,44,328,,,,,,,,,,,,,,,,,,,,,,
10005_3,2_30,Tank,Named,4373,44,328,,,,,,,,,,,,,,,,,,,,,,
10006_1,2_50,Tank,Named,4918,49,369,,,,,,,,,,,,,,,,,,,,,,
10006_2,2_50,Tank,Named,4918,49,369,,,,,,,,,,,,,,,,,,,,,,
10006_3,2_50,Tank,Named,4918,49,369,,,,,,,,,,,,,,,,,,,,,,
10007_1,3_15,Tank,Named,5593,56,419,,,,,,,,,,,,,,,,,,,,,,
10007_2,3_15,Tank,Named,5593,56,419,,,,,,,,,,,,,,,,,,,,,,
10007_3,3_15,Tank,Named,5593,56,419,,,,,,,,,,,,,,,,,,,,,,
10008_1,3_30,Tank,Named,6559,66,492,,,,,,,,,,,,,,,,,,,,,,
10008_2,3_30,Tank,Named,6559,66,492,,,,,,,,,,,,,,,,,,,,,,
10008_3,3_30,Tank,Named,6559,66,492,,,,,,,,,,,,,,,,,,,,,,
10009_1,3_50,Tank,Named,7377,74,553,,,,,,,,,,,,,,,,,,,,,,
10009_2,3_50,Tank,Named,7377,74,553,,,,,,,,,,,,,,,,,,,,,,
10009_3,3_50,Tank,Named,7377,74,553,,,,,,,,,,,,,,,,,,,,,,
10010_1,4_15,Tank,Named,7457,75,559,,,,,,,,,,,,,,,,,,,,,,
10010_2,4_15,Tank,Named,7457,75,559,,,,,,,,,,,,,,,,,,,,,,
10010_3,4_15,Tank,Named,7457,75,559,,,,,,,,,,,,,,,,,,,,,,
10011_1,4_30,Tank,Named,8746,87,656,,,,,,,,,,,,,,,,,,,,,,
10011_2,4_30,Tank,Named,8746,87,656,,,,,,,,,,,,,,,,,,,,,,
10011_3,4_30,Tank,Named,8746,87,656,,,,,,,,,,,,,,,,,,,,,,
10012_1,4_50,Tank,Named,9836,98,738,,,,,,,,,,,,,,,,,,,,,,
10012_2,4_50,Tank,Named,9836,98,738,,,,,,,,,,,,,,,,,,,,,,
10012_3,4_50,Tank,Named,9836,98,738,,,,,,,,,,,,,,,,,,,,,,
10013_1,5_15,Tank,Named,9321,93,699,,,,,,,,,,,,,,,,,,,,,,
10013_2,5_15,Tank,Named,9321,93,699,,,,,,,,,,,,,,,,,,,,,,
10013_3,5_15,Tank,Named,9321,93,699,,,,,,,,,,,,,,,,,,,,,,
10014_1,5_30,Tank,Named,10932,109,820,,,,,,,,,,,,,,,,,,,,,,
10014_2,5_30,Tank,Named,10932,109,820,,,,,,,,,,,,,,,,,,,,,,
10014_3,5_30,Tank,Named,10932,109,820,,,,,,,,,,,,,,,,,,,,,,
10015_1,5_50,Tank,Named,12295,123,922,,,,,,,,,,,,,,,,,,,,,,
10015_2,5_50,Tank,Named,12295,123,922,,,,,,,,,,,,,,,,,,,,,,
10015_3,5_50,Tank,Named,12295,123,922,,,,,,,,,,,,,,,,,,,,,,
10016_1,6_15,Tank,Named,11185,112,839,,,,,,,,,,,,,,,,,,,,,,
10016_2,6_15,Tank,Named,11185,112,839,,,,,,,,,,,,,,,,,,,,,,
10016_3,6_15,Tank,Named,11185,112,839,,,,,,,,,,,,,,,,,,,,,,
10017_1,6_30,Tank,Named,13119,131,984,,,,,,,,,,,,,,,,,,,,,,
10017_2,6_30,Tank,Named,13119,131,984,,,,,,,,,,,,,,,,,,,,,,
10017_3,6_30,Tank,Named,13119,131,984,,,,,,,,,,,,,,,,,,,,,,
10018_1,6_50,Tank,Named,14754,148,1107,,,,,,,,,,,,,,,,,,,,,,
10018_2,6_50,Tank,Named,14754,148,1107,,,,,,,,,,,,,,,,,,,,,,
10018_3,6_50,Tank,Named,14754,148,1107,,,,,,,,,,,,,,,,,,,,,,
10019_1,7_15,Tank,Named,13050,130,979,,,,,,,,,,,,,,,,,,,,,,
10019_2,7_15,Tank,Named,13050,130,979,,,,,,,,,,,,,,,,,,,,,,
10019_3,7_15,Tank,Named,13050,130,979,,,,,,,,,,,,,,,,,,,,,,
10020_1,7_30,Tank,Named,15305,153,1148,,,,,,,,,,,,,,,,,,,,,,
10020_2,7_30,Tank,Named,15305,153,1148,,,,,,,,,,,,,,,,,,,,,,
10020_3,7_30,Tank,Named,15305,153,1148,,,,,,,,,,,,,,,,,,,,,,
10021_1,7_50,Tank,Named,17213,172,1291,,,,,,,,,,,,,,,,,,,,,,
10021_2,7_50,Tank,Named,17213,172,1291,,,,,,,,,,,,,,,,,,,,,,
10021_3,7_50,Tank,Named,17213,172,1291,,,,,,,,,,,,,,,,,,,,,,
10022_1,8_15,Tank,Named,14914,149,1119,,,,,,,,,,,,,,,,,,,,,,
10022_2,8_15,Tank,Named,14914,149,1119,,,,,,,,,,,,,,,,,,,,,,
10022_3,8_15,Tank,Named,14914,149,1119,,,,,,,,,,,,,,,,,,,,,,
10023_1,8_30,Tank,Named,17492,175,1312,,,,,,,,,,,,,,,,,,,,,,
10023_2,8_30,Tank,Named,17492,175,1312,,,,,,,,,,,,,,,,,,,,,,
10023_3,8_30,Tank,Named,17492,175,1312,,,,,,,,,,,,,,,,,,,,,,
10024_1,8_50,Tank,Named,19672,197,1475,,,,,,,,,,,,,,,,,,,,,,
10024_2,8_50,Tank,Named,19672,197,1475,,,,,,,,,,,,,,,,,,,,,,
10024_3,8_50,Tank,Named,19672,197,1475,,,,,,,,,,,,,,,,,,,,,,
10025_1,9_15,Tank,Named,16778,168,1258,,,,,,,,,,,,,,,,,,,,,,
10025_2,9_15,Tank,Named,16778,168,1258,,,,,,,,,,,,,,,,,,,,,,
10025_3,9_15,Tank,Named,16778,168,1258,,,,,,,,,,,,,,,,,,,,,,
10026_1,9_30,Tank,Named,19678,197,1476,,,,,,,,,,,,,,,,,,,,,,
10026_2,9_30,Tank,Named,19678,197,1476,,,,,,,,,,,,,,,,,,,,,,
10026_3,9_30,Tank,Named,19678,197,1476,,,,,,,,,,,,,,,,,,,,,,
10027_1,9_50,Tank,Named,22131,221,1660,,,,,,,,,,,,,,,,,,,,,,
10027_2,9_50,Tank,Named,22131,221,1660,,,,,,,,,,,,,,,,,,,,,,
10027_3,9_50,Tank,Named,22131,221,1660,,,,,,,,,,,,,,,,,,,,,,
10028_1,10_15,Tank,Named,18642,186,1398,,,,,,,,,,,,,,,,,,,,,,
10028_2,10_15,Tank,Named,18642,186,1398,,,,,,,,,,,,,,,,,,,,,,
10028_3,10_15,Tank,Named,18642,186,1398,,,,,,,,,,,,,,,,,,,,,,
10029_1,10_30,Tank,Named,21864,219,1640,,,,,,,,,,,,,,,,,,,,,,
10029_2,10_30,Tank,Named,21864,219,1640,,,,,,,,,,,,,,,,,,,,,,
10029_3,10_30,Tank,Named,21864,219,1640,,,,,,,,,,,,,,,,,,,,,,
10030_1,10_50,Tank,Named,24590,246,1844,,,,,,,,,,,,,,,,,,,,,,
10030_2,10_50,Tank,Named,24590,246,1844,,,,,,,,,,,,,,,,,,,,,,
10030_3,10_50,Tank,Named,24590,246,1844,,,,,,,,,,,,,,,,,,,,,,
