,,,,,,,,,,,
ID,GroupID,order,abil_type,up_value,Level,_Desc_MissionReward_Value,AssetType,AssetValue,ConditionID,Accumulated,_RoundDown
204424,10002,2,MaxHP,5,4423,,Gold,4647356,,26535,4647356
204425,10002,2,MaxHP,5,4424,,Gold,4649259,,26540,4649259
204426,10002,2,MaxHP,5,4425,,Gold,4651163,,26545,4651163
204427,10002,2,MaxHP,5,4426,,Gold,4653067,,26550,4653067
204428,10002,2,MaxHP,5,4427,,Gold,4654972,,26555,4654972
204429,10002,2,MaxHP,5,4428,,Gold,4656877,,26560,4656877
204430,10002,2,MaxHP,5,4429,,Gold,4658782,,26565,4658782
204431,10002,2,MaxHP,15,4430,,Gold,4661961,,26580,4661961
204432,10002,2,MaxHP,5,4431,,Gold,4663867,,26585,4663867
204433,10002,2,MaxHP,5,4432,,Gold,4665774,,26590,4665774
204434,10002,2,MaxHP,5,4433,,Gold,4667681,,26595,4667681
204435,10002,2,MaxHP,5,4434,,Gold,4669588,,26600,4669588
204436,10002,2,MaxHP,5,4435,,Gold,4671496,,26605,4671496
204437,10002,2,MaxHP,5,4436,,Gold,4673404,,26610,4673404
204438,10002,2,MaxHP,5,4437,,Gold,4675313,,26615,4675313
204439,10002,2,MaxHP,5,4438,,Gold,4677222,,26620,4677222
204440,10002,2,MaxHP,5,4439,,Gold,4679131,,26625,4679131
204441,10002,2,MaxHP,15,4440,,Gold,4682317,,26640,4682317
204442,10002,2,MaxHP,5,4441,,Gold,4684227,,26645,4684227
204443,10002,2,MaxHP,5,4442,,Gold,4686138,,26650,4686138
204444,10002,2,MaxHP,5,4443,,Gold,4688049,,26655,4688049
204445,10002,2,MaxHP,5,4444,,Gold,4689960,,26660,4689960
204446,10002,2,MaxHP,5,4445,,Gold,4691872,,26665,4691872
204447,10002,2,MaxHP,5,4446,,Gold,4693784,,26670,4693784
204448,10002,2,MaxHP,5,4447,,Gold,4695697,,26675,4695697
204449,10002,2,MaxHP,5,4448,,Gold,4697610,,26680,4697610
204450,10002,2,MaxHP,5,4449,,Gold,4699523,,26685,4699523
204451,10002,2,MaxHP,15,4450,,Gold,4702716,,26700,4702716
204452,10002,2,MaxHP,5,4451,,Gold,4704630,,26705,4704630
204453,10002,2,MaxHP,5,4452,,Gold,4706545,,26710,4706545
204454,10002,2,MaxHP,5,4453,,Gold,4708460,,26715,4708460
204455,10002,2,MaxHP,5,4454,,Gold,4710375,,26720,4710375
204456,10002,2,MaxHP,5,4455,,Gold,4712291,,26725,4712291
204457,10002,2,MaxHP,5,4456,,Gold,4714207,,26730,4714207
204458,10002,2,MaxHP,5,4457,,Gold,4716124,,26735,4716124
204459,10002,2,MaxHP,5,4458,,Gold,4718041,,26740,4718041
204460,10002,2,MaxHP,5,4459,,Gold,4719958,,26745,4719958
204461,10002,2,MaxHP,15,4460,,Gold,4723157,,26760,4723157
204462,10002,2,MaxHP,5,4461,,Gold,4725075,,26765,4725075
204463,10002,2,MaxHP,5,4462,,Gold,4726994,,26770,4726994
204464,10002,2,MaxHP,5,4463,,Gold,4728913,,26775,4728913
204465,10002,2,MaxHP,5,4464,,Gold,4730832,,26780,4730832
204466,10002,2,MaxHP,5,4465,,Gold,4732752,,26785,4732752
204467,10002,2,MaxHP,5,4466,,Gold,4734672,,26790,4734672
204468,10002,2,MaxHP,5,4467,,Gold,4736593,,26795,4736593
204469,10002,2,MaxHP,5,4468,,Gold,4738514,,26800,4738514
204470,10002,2,MaxHP,5,4469,,Gold,4740435,,26805,4740435
204471,10002,2,MaxHP,15,4470,,Gold,4743641,,26820,4743641
204472,10002,2,MaxHP,5,4471,,Gold,4745563,,26825,4745563
204473,10002,2,MaxHP,5,4472,,Gold,4747486,,26830,4747486
204474,10002,2,MaxHP,5,4473,,Gold,4749409,,26835,4749409
204475,10002,2,MaxHP,5,4474,,Gold,4751333,,26840,4751333
204476,10002,2,MaxHP,5,4475,,Gold,4753257,,26845,4753257
204477,10002,2,MaxHP,5,4476,,Gold,4755181,,26850,4755181
204478,10002,2,MaxHP,5,4477,,Gold,4757106,,26855,4757106
204479,10002,2,MaxHP,5,4478,,Gold,4759031,,26860,4759031
204480,10002,2,MaxHP,5,4479,,Gold,4760956,,26865,4760956
204481,10002,2,MaxHP,15,4480,,Gold,4764169,,26880,4764169
204482,10002,2,MaxHP,5,4481,,Gold,4766095,,26885,4766095
204483,10002,2,MaxHP,5,4482,,Gold,4768022,,26890,4768022
204484,10002,2,MaxHP,5,4483,,Gold,4769949,,26895,4769949
204485,10002,2,MaxHP,5,4484,,Gold,4771877,,26900,4771877
204486,10002,2,MaxHP,5,4485,,Gold,4773805,,26905,4773805
204487,10002,2,MaxHP,5,4486,,Gold,4775733,,26910,4775733
204488,10002,2,MaxHP,5,4487,,Gold,4777662,,26915,4777662
204489,10002,2,MaxHP,5,4488,,Gold,4779591,,26920,4779591
204490,10002,2,MaxHP,5,4489,,Gold,4781520,,26925,4781520
204491,10002,2,MaxHP,15,4490,,Gold,4784740,,26940,4784740
204492,10002,2,MaxHP,5,4491,,Gold,4786670,,26945,4786670
204493,10002,2,MaxHP,5,4492,,Gold,4788601,,26950,4788601
204494,10002,2,MaxHP,5,4493,,Gold,4790532,,26955,4790532
204495,10002,2,MaxHP,5,4494,,Gold,4792464,,26960,4792464
204496,10002,2,MaxHP,5,4495,,Gold,4794396,,26965,4794396
204497,10002,2,MaxHP,5,4496,,Gold,4796328,,26970,4796328
204498,10002,2,MaxHP,5,4497,,Gold,4798261,,26975,4798261
204499,10002,2,MaxHP,5,4498,,Gold,4800194,,26980,4800194
204500,10002,2,MaxHP,5,4499,,Gold,4802127,,26985,4802127
204501,10002,2,MaxHP,15,4500,,Gold,4805353,,27000,4805353
204502,10002,2,MaxHP,5,4501,,Gold,4807287,,27005,4807287
204503,10002,2,MaxHP,5,4502,,Gold,4809222,,27010,4809222
204504,10002,2,MaxHP,5,4503,,Gold,4811157,,27015,4811157
204505,10002,2,MaxHP,5,4504,,Gold,4813093,,27020,4813093
204506,10002,2,MaxHP,5,4505,,Gold,4815029,,27025,4815029
204507,10002,2,MaxHP,5,4506,,Gold,4816965,,27030,4816965
204508,10002,2,MaxHP,5,4507,,Gold,4818902,,27035,4818902
204509,10002,2,MaxHP,5,4508,,Gold,4820839,,27040,4820839
204510,10002,2,MaxHP,5,4509,,Gold,4822776,,27045,4822776
204511,10002,2,MaxHP,15,4510,,Gold,4826009,,27060,4826009
204512,10002,2,MaxHP,5,4511,,Gold,4827947,,27065,4827947
204513,10002,2,MaxHP,5,4512,,Gold,4829886,,27070,4829886
204514,10002,2,MaxHP,5,4513,,Gold,4831825,,27075,4831825
204515,10002,2,MaxHP,5,4514,,Gold,4833765,,27080,4833765
204516,10002,2,MaxHP,5,4515,,Gold,4835705,,27085,4835705
204517,10002,2,MaxHP,5,4516,,Gold,4837645,,27090,4837645
204518,10002,2,MaxHP,5,4517,,Gold,4839586,,27095,4839586
204519,10002,2,MaxHP,5,4518,,Gold,4841527,,27100,4841527
204520,10002,2,MaxHP,5,4519,,Gold,4843468,,27105,4843468
204521,10002,2,MaxHP,15,4520,,Gold,4846708,,27120,4846708
204522,10002,2,MaxHP,5,4521,,Gold,4848650,,27125,4848650
204523,10002,2,MaxHP,5,4522,,Gold,4850593,,27130,4850593
204524,10002,2,MaxHP,5,4523,,Gold,4852536,,27135,4852536
204525,10002,2,MaxHP,5,4524,,Gold,4854480,,27140,4854480
204526,10002,2,MaxHP,5,4525,,Gold,4856424,,27145,4856424
204527,10002,2,MaxHP,5,4526,,Gold,4858368,,27150,4858368
204528,10002,2,MaxHP,5,4527,,Gold,4860313,,27155,4860313
204529,10002,2,MaxHP,5,4528,,Gold,4862258,,27160,4862258
204530,10002,2,MaxHP,5,4529,,Gold,4864203,,27165,4864203
204531,10002,2,MaxHP,15,4530,,Gold,4867449,,27180,4867449
204532,10002,2,MaxHP,5,4531,,Gold,4869395,,27185,4869395
204533,10002,2,MaxHP,5,4532,,Gold,4871342,,27190,4871342
204534,10002,2,MaxHP,5,4533,,Gold,4873289,,27195,4873289
204535,10002,2,MaxHP,5,4534,,Gold,4875237,,27200,4875237
204536,10002,2,MaxHP,5,4535,,Gold,4877185,,27205,4877185
204537,10002,2,MaxHP,5,4536,,Gold,4879133,,27210,4879133
204538,10002,2,MaxHP,5,4537,,Gold,4881082,,27215,4881082
204539,10002,2,MaxHP,5,4538,,Gold,4883031,,27220,4883031
204540,10002,2,MaxHP,5,4539,,Gold,4884980,,27225,4884980
204541,10002,2,MaxHP,15,4540,,Gold,4888233,,27240,4888233
204542,10002,2,MaxHP,5,4541,,Gold,4890183,,27245,4890183
204543,10002,2,MaxHP,5,4542,,Gold,4892134,,27250,4892134
204544,10002,2,MaxHP,5,4543,,Gold,4894085,,27255,4894085
204545,10002,2,MaxHP,5,4544,,Gold,4896037,,27260,4896037
204546,10002,2,MaxHP,5,4545,,Gold,4897989,,27265,4897989
204547,10002,2,MaxHP,5,4546,,Gold,4899941,,27270,4899941
204548,10002,2,MaxHP,5,4547,,Gold,4901894,,27275,4901894
204549,10002,2,MaxHP,5,4548,,Gold,4903847,,27280,4903847
204550,10002,2,MaxHP,5,4549,,Gold,4905800,,27285,4905800
204551,10002,2,MaxHP,15,4550,,Gold,4909060,,27300,4909060
204552,10002,2,MaxHP,5,4551,,Gold,4911014,,27305,4911014
204553,10002,2,MaxHP,5,4552,,Gold,4912969,,27310,4912969
204554,10002,2,MaxHP,5,4553,,Gold,4914924,,27315,4914924
204555,10002,2,MaxHP,5,4554,,Gold,4916880,,27320,4916880
204556,10002,2,MaxHP,5,4555,,Gold,4918836,,27325,4918836
204557,10002,2,MaxHP,5,4556,,Gold,4920792,,27330,4920792
204558,10002,2,MaxHP,5,4557,,Gold,4922749,,27335,4922749
204559,10002,2,MaxHP,5,4558,,Gold,4924706,,27340,4924706
204560,10002,2,MaxHP,5,4559,,Gold,4926663,,27345,4926663
204561,10002,2,MaxHP,15,4560,,Gold,4929929,,27360,4929929
204562,10002,2,MaxHP,5,4561,,Gold,4931887,,27365,4931887
204563,10002,2,MaxHP,5,4562,,Gold,4933846,,27370,4933846
204564,10002,2,MaxHP,5,4563,,Gold,4935805,,27375,4935805
204565,10002,2,MaxHP,5,4564,,Gold,4937765,,27380,4937765
204566,10002,2,MaxHP,5,4565,,Gold,4939725,,27385,4939725
204567,10002,2,MaxHP,5,4566,,Gold,4941685,,27390,4941685
204568,10002,2,MaxHP,5,4567,,Gold,4943646,,27395,4943646
204569,10002,2,MaxHP,5,4568,,Gold,4945607,,27400,4945607
204570,10002,2,MaxHP,5,4569,,Gold,4947568,,27405,4947568
204571,10002,2,MaxHP,15,4570,,Gold,4950841,,27420,4950841
204572,10002,2,MaxHP,5,4571,,Gold,4952803,,27425,4952803
204573,10002,2,MaxHP,5,4572,,Gold,4954766,,27430,4954766
204574,10002,2,MaxHP,5,4573,,Gold,4956729,,27435,4956729
204575,10002,2,MaxHP,5,4574,,Gold,4958693,,27440,4958693
204576,10002,2,MaxHP,5,4575,,Gold,4960657,,27445,4960657
204577,10002,2,MaxHP,5,4576,,Gold,4962621,,27450,4962621
204578,10002,2,MaxHP,5,4577,,Gold,4964586,,27455,4964586
204579,10002,2,MaxHP,5,4578,,Gold,4966551,,27460,4966551
204580,10002,2,MaxHP,5,4579,,Gold,4968516,,27465,4968516
204581,10002,2,MaxHP,15,4580,,Gold,4971796,,27480,4971796
204582,10002,2,MaxHP,5,4581,,Gold,4973762,,27485,4973762
204583,10002,2,MaxHP,5,4582,,Gold,4975729,,27490,4975729
204584,10002,2,MaxHP,5,4583,,Gold,4977696,,27495,4977696
204585,10002,2,MaxHP,5,4584,,Gold,4979664,,27500,4979664
204586,10002,2,MaxHP,5,4585,,Gold,4981632,,27505,4981632
204587,10002,2,MaxHP,5,4586,,Gold,4983600,,27510,4983600
204588,10002,2,MaxHP,5,4587,,Gold,4985569,,27515,4985569
204589,10002,2,MaxHP,5,4588,,Gold,4987538,,27520,4987538
204590,10002,2,MaxHP,5,4589,,Gold,4989507,,27525,4989507
204591,10002,2,MaxHP,15,4590,,Gold,4992793,,27540,4992793
204592,10002,2,MaxHP,5,4591,,Gold,4994763,,27545,4994763
204593,10002,2,MaxHP,5,4592,,Gold,4996734,,27550,4996734
204594,10002,2,MaxHP,5,4593,,Gold,4998705,,27555,4998705
204595,10002,2,MaxHP,5,4594,,Gold,5000677,,27560,5000677
204596,10002,2,MaxHP,5,4595,,Gold,5002649,,27565,5002649
204597,10002,2,MaxHP,5,4596,,Gold,5004621,,27570,5004621
204598,10002,2,MaxHP,5,4597,,Gold,5006594,,27575,5006594
204599,10002,2,MaxHP,5,4598,,Gold,5008567,,27580,5008567
204600,10002,2,MaxHP,5,4599,,Gold,5010540,,27585,5010540
204601,10002,2,MaxHP,15,4600,,Gold,5013833,,27600,5013833
204602,10002,2,MaxHP,5,4601,,Gold,5015807,,27605,5015807
204603,10002,2,MaxHP,5,4602,,Gold,5017782,,27610,5017782
204604,10002,2,MaxHP,5,4603,,Gold,5019757,,27615,5019757
204605,10002,2,MaxHP,5,4604,,Gold,5021733,,27620,5021733
204606,10002,2,MaxHP,5,4605,,Gold,5023709,,27625,5023709
204607,10002,2,MaxHP,5,4606,,Gold,5025685,,27630,5025685
204608,10002,2,MaxHP,5,4607,,Gold,5027662,,27635,5027662
204609,10002,2,MaxHP,5,4608,,Gold,5029639,,27640,5029639
204610,10002,2,MaxHP,5,4609,,Gold,5031616,,27645,5031616
204611,10002,2,MaxHP,15,4610,,Gold,5034916,,27660,5034916
204612,10002,2,MaxHP,5,4611,,Gold,5036894,,27665,5036894
204613,10002,2,MaxHP,5,4612,,Gold,5038873,,27670,5038873
204614,10002,2,MaxHP,5,4613,,Gold,5040852,,27675,5040852
204615,10002,2,MaxHP,5,4614,,Gold,5042832,,27680,5042832
204616,10002,2,MaxHP,5,4615,,Gold,5044812,,27685,5044812
204617,10002,2,MaxHP,5,4616,,Gold,5046792,,27690,5046792
204618,10002,2,MaxHP,5,4617,,Gold,5048773,,27695,5048773
204619,10002,2,MaxHP,5,4618,,Gold,5050754,,27700,5050754
204620,10002,2,MaxHP,5,4619,,Gold,5052735,,27705,5052735
204621,10002,2,MaxHP,15,4620,,Gold,5056041,,27720,5056041
204622,10002,2,MaxHP,5,4621,,Gold,5058023,,27725,5058023
204623,10002,2,MaxHP,5,4622,,Gold,5060006,,27730,5060006
204624,10002,2,MaxHP,5,4623,,Gold,5061989,,27735,5061989
204625,10002,2,MaxHP,5,4624,,Gold,5063973,,27740,5063973
204626,10002,2,MaxHP,5,4625,,Gold,5065957,,27745,5065957
204627,10002,2,MaxHP,5,4626,,Gold,5067941,,27750,5067941
204628,10002,2,MaxHP,5,4627,,Gold,5069926,,27755,5069926
204629,10002,2,MaxHP,5,4628,,Gold,5071911,,27760,5071911
204630,10002,2,MaxHP,5,4629,,Gold,5073896,,27765,5073896
204631,10002,2,MaxHP,15,4630,,Gold,5077209,,27780,5077209
204632,10002,2,MaxHP,5,4631,,Gold,5079195,,27785,5079195
204633,10002,2,MaxHP,5,4632,,Gold,5081182,,27790,5081182
204634,10002,2,MaxHP,5,4633,,Gold,5083169,,27795,5083169
204635,10002,2,MaxHP,5,4634,,Gold,5085157,,27800,5085157
204636,10002,2,MaxHP,5,4635,,Gold,5087145,,27805,5087145
204637,10002,2,MaxHP,5,4636,,Gold,5089133,,27810,5089133
204638,10002,2,MaxHP,5,4637,,Gold,5091122,,27815,5091122
204639,10002,2,MaxHP,5,4638,,Gold,5093111,,27820,5093111
204640,10002,2,MaxHP,5,4639,,Gold,5095100,,27825,5095100
204641,10002,2,MaxHP,15,4640,,Gold,5098420,,27840,5098420
204642,10002,2,MaxHP,5,4641,,Gold,5100410,,27845,5100410
204643,10002,2,MaxHP,5,4642,,Gold,5102401,,27850,5102401
204644,10002,2,MaxHP,5,4643,,Gold,5104392,,27855,5104392
204645,10002,2,MaxHP,5,4644,,Gold,5106384,,27860,5106384
204646,10002,2,MaxHP,5,4645,,Gold,5108376,,27865,5108376
204647,10002,2,MaxHP,5,4646,,Gold,5110368,,27870,5110368
204648,10002,2,MaxHP,5,4647,,Gold,5112361,,27875,5112361
204649,10002,2,MaxHP,5,4648,,Gold,5114354,,27880,5114354
204650,10002,2,MaxHP,5,4649,,Gold,5116347,,27885,5116347
204651,10002,2,MaxHP,15,4650,,Gold,5119673,,27900,5119673
204652,10002,2,MaxHP,5,4651,,Gold,5121667,,27905,5121667
204653,10002,2,MaxHP,5,4652,,Gold,5123662,,27910,5123662
204654,10002,2,MaxHP,5,4653,,Gold,5125657,,27915,5125657
204655,10002,2,MaxHP,5,4654,,Gold,5127653,,27920,5127653
204656,10002,2,MaxHP,5,4655,,Gold,5129649,,27925,5129649
204657,10002,2,MaxHP,5,4656,,Gold,5131645,,27930,5131645
204658,10002,2,MaxHP,5,4657,,Gold,5133642,,27935,5133642
204659,10002,2,MaxHP,5,4658,,Gold,5135639,,27940,5135639
204660,10002,2,MaxHP,5,4659,,Gold,5137636,,27945,5137636
204661,10002,2,MaxHP,15,4660,,Gold,5140969,,27960,5140969
204662,10002,2,MaxHP,5,4661,,Gold,5142967,,27965,5142967
204663,10002,2,MaxHP,5,4662,,Gold,5144966,,27970,5144966
204664,10002,2,MaxHP,5,4663,,Gold,5146965,,27975,5146965
204665,10002,2,MaxHP,5,4664,,Gold,5148965,,27980,5148965
204666,10002,2,MaxHP,5,4665,,Gold,5150965,,27985,5150965
204667,10002,2,MaxHP,5,4666,,Gold,5152965,,27990,5152965
204668,10002,2,MaxHP,5,4667,,Gold,5154966,,27995,5154966
204669,10002,2,MaxHP,5,4668,,Gold,5156967,,28000,5156967
204670,10002,2,MaxHP,5,4669,,Gold,5158968,,28005,5158968
204671,10002,2,MaxHP,15,4670,,Gold,5162308,,28020,5162308
204672,10002,2,MaxHP,5,4671,,Gold,5164310,,28025,5164310
204673,10002,2,MaxHP,5,4672,,Gold,5166313,,28030,5166313
204674,10002,2,MaxHP,5,4673,,Gold,5168316,,28035,5168316
204675,10002,2,MaxHP,5,4674,,Gold,5170320,,28040,5170320
204676,10002,2,MaxHP,5,4675,,Gold,5172324,,28045,5172324
204677,10002,2,MaxHP,5,4676,,Gold,5174328,,28050,5174328
204678,10002,2,MaxHP,5,4677,,Gold,5176333,,28055,5176333
204679,10002,2,MaxHP,5,4678,,Gold,5178338,,28060,5178338
204680,10002,2,MaxHP,5,4679,,Gold,5180343,,28065,5180343
204681,10002,2,MaxHP,15,4680,,Gold,5183689,,28080,5183689
204682,10002,2,MaxHP,5,4681,,Gold,5185695,,28085,5185695
204683,10002,2,MaxHP,5,4682,,Gold,5187702,,28090,5187702
204684,10002,2,MaxHP,5,4683,,Gold,5189709,,28095,5189709
204685,10002,2,MaxHP,5,4684,,Gold,5191717,,28100,5191717
204686,10002,2,MaxHP,5,4685,,Gold,5193725,,28105,5193725
204687,10002,2,MaxHP,5,4686,,Gold,5195733,,28110,5195733
204688,10002,2,MaxHP,5,4687,,Gold,5197742,,28115,5197742
204689,10002,2,MaxHP,5,4688,,Gold,5199751,,28120,5199751
204690,10002,2,MaxHP,5,4689,,Gold,5201760,,28125,5201760
204691,10002,2,MaxHP,15,4690,,Gold,5205113,,28140,5205113
204692,10002,2,MaxHP,5,4691,,Gold,5207123,,28145,5207123
204693,10002,2,MaxHP,5,4692,,Gold,5209134,,28150,5209134
204694,10002,2,MaxHP,5,4693,,Gold,5211145,,28155,5211145
204695,10002,2,MaxHP,5,4694,,Gold,5213157,,28160,5213157
204696,10002,2,MaxHP,5,4695,,Gold,5215169,,28165,5215169
204697,10002,2,MaxHP,5,4696,,Gold,5217181,,28170,5217181
204698,10002,2,MaxHP,5,4697,,Gold,5219194,,28175,5219194
204699,10002,2,MaxHP,5,4698,,Gold,5221207,,28180,5221207
204700,10002,2,MaxHP,5,4699,,Gold,5223220,,28185,5223220
204701,10002,2,MaxHP,15,4700,,Gold,5226580,,28200,5226580
204702,10002,2,MaxHP,5,4701,,Gold,5228594,,28205,5228594
204703,10002,2,MaxHP,5,4702,,Gold,5230609,,28210,5230609
204704,10002,2,MaxHP,5,4703,,Gold,5232624,,28215,5232624
204705,10002,2,MaxHP,5,4704,,Gold,5234640,,28220,5234640
204706,10002,2,MaxHP,5,4705,,Gold,5236656,,28225,5236656
204707,10002,2,MaxHP,5,4706,,Gold,5238672,,28230,5238672
204708,10002,2,MaxHP,5,4707,,Gold,5240689,,28235,5240689
204709,10002,2,MaxHP,5,4708,,Gold,5242706,,28240,5242706
204710,10002,2,MaxHP,5,4709,,Gold,5244723,,28245,5244723
204711,10002,2,MaxHP,15,4710,,Gold,5248089,,28260,5248089
204712,10002,2,MaxHP,5,4711,,Gold,5250107,,28265,5250107
204713,10002,2,MaxHP,5,4712,,Gold,5252126,,28270,5252126
204714,10002,2,MaxHP,5,4713,,Gold,5254145,,28275,5254145
204715,10002,2,MaxHP,5,4714,,Gold,5256165,,28280,5256165
204716,10002,2,MaxHP,5,4715,,Gold,5258185,,28285,5258185
204717,10002,2,MaxHP,5,4716,,Gold,5260205,,28290,5260205
204718,10002,2,MaxHP,5,4717,,Gold,5262226,,28295,5262226
204719,10002,2,MaxHP,5,4718,,Gold,5264247,,28300,5264247
204720,10002,2,MaxHP,5,4719,,Gold,5266268,,28305,5266268
204721,10002,2,MaxHP,15,4720,,Gold,5269641,,28320,5269641
204722,10002,2,MaxHP,5,4721,,Gold,5271663,,28325,5271663
204723,10002,2,MaxHP,5,4722,,Gold,5273686,,28330,5273686
204724,10002,2,MaxHP,5,4723,,Gold,5275709,,28335,5275709
204725,10002,2,MaxHP,5,4724,,Gold,5277733,,28340,5277733
204726,10002,2,MaxHP,5,4725,,Gold,5279757,,28345,5279757
204727,10002,2,MaxHP,5,4726,,Gold,5281781,,28350,5281781
204728,10002,2,MaxHP,5,4727,,Gold,5283806,,28355,5283806
204729,10002,2,MaxHP,5,4728,,Gold,5285831,,28360,5285831
204730,10002,2,MaxHP,5,4729,,Gold,5287856,,28365,5287856
204731,10002,2,MaxHP,15,4730,,Gold,5291236,,28380,5291236
204732,10002,2,MaxHP,5,4731,,Gold,5293262,,28385,5293262
204733,10002,2,MaxHP,5,4732,,Gold,5295289,,28390,5295289
204734,10002,2,MaxHP,5,4733,,Gold,5297316,,28395,5297316
204735,10002,2,MaxHP,5,4734,,Gold,5299344,,28400,5299344
204736,10002,2,MaxHP,5,4735,,Gold,5301372,,28405,5301372
204737,10002,2,MaxHP,5,4736,,Gold,5303400,,28410,5303400
204738,10002,2,MaxHP,5,4737,,Gold,5305429,,28415,5305429
204739,10002,2,MaxHP,5,4738,,Gold,5307458,,28420,5307458
204740,10002,2,MaxHP,5,4739,,Gold,5309487,,28425,5309487
204741,10002,2,MaxHP,15,4740,,Gold,5312873,,28440,5312873
204742,10002,2,MaxHP,5,4741,,Gold,5314903,,28445,5314903
204743,10002,2,MaxHP,5,4742,,Gold,5316934,,28450,5316934
204744,10002,2,MaxHP,5,4743,,Gold,5318965,,28455,5318965
204745,10002,2,MaxHP,5,4744,,Gold,5320997,,28460,5320997
204746,10002,2,MaxHP,5,4745,,Gold,5323029,,28465,5323029
204747,10002,2,MaxHP,5,4746,,Gold,5325061,,28470,5325061
204748,10002,2,MaxHP,5,4747,,Gold,5327094,,28475,5327094
204749,10002,2,MaxHP,5,4748,,Gold,5329127,,28480,5329127
204750,10002,2,MaxHP,5,4749,,Gold,5331160,,28485,5331160
204751,10002,2,MaxHP,15,4750,,Gold,5334553,,28500,5334553
204752,10002,2,MaxHP,5,4751,,Gold,5336587,,28505,5336587
204753,10002,2,MaxHP,5,4752,,Gold,5338622,,28510,5338622
204754,10002,2,MaxHP,5,4753,,Gold,5340657,,28515,5340657
204755,10002,2,MaxHP,5,4754,,Gold,5342693,,28520,5342693
204756,10002,2,MaxHP,5,4755,,Gold,5344729,,28525,5344729
204757,10002,2,MaxHP,5,4756,,Gold,5346765,,28530,5346765
204758,10002,2,MaxHP,5,4757,,Gold,5348802,,28535,5348802
204759,10002,2,MaxHP,5,4758,,Gold,5350839,,28540,5350839
204760,10002,2,MaxHP,5,4759,,Gold,5352876,,28545,5352876
204761,10002,2,MaxHP,15,4760,,Gold,5356276,,28560,5356276
204762,10002,2,MaxHP,5,4761,,Gold,5358314,,28565,5358314
204763,10002,2,MaxHP,5,4762,,Gold,5360353,,28570,5360353
204764,10002,2,MaxHP,5,4763,,Gold,5362392,,28575,5362392
204765,10002,2,MaxHP,5,4764,,Gold,5364432,,28580,5364432
204766,10002,2,MaxHP,5,4765,,Gold,5366472,,28585,5366472
204767,10002,2,MaxHP,5,4766,,Gold,5368512,,28590,5368512
204768,10002,2,MaxHP,5,4767,,Gold,5370553,,28595,5370553
204769,10002,2,MaxHP,5,4768,,Gold,5372594,,28600,5372594
204770,10002,2,MaxHP,5,4769,,Gold,5374635,,28605,5374635
204771,10002,2,MaxHP,15,4770,,Gold,5378041,,28620,5378041
204772,10002,2,MaxHP,5,4771,,Gold,5380083,,28625,5380083
204773,10002,2,MaxHP,5,4772,,Gold,5382126,,28630,5382126
204774,10002,2,MaxHP,5,4773,,Gold,5384169,,28635,5384169
204775,10002,2,MaxHP,5,4774,,Gold,5386213,,28640,5386213
204776,10002,2,MaxHP,5,4775,,Gold,5388257,,28645,5388257
204777,10002,2,MaxHP,5,4776,,Gold,5390301,,28650,5390301
204778,10002,2,MaxHP,5,4777,,Gold,5392346,,28655,5392346
204779,10002,2,MaxHP,5,4778,,Gold,5394391,,28660,5394391
204780,10002,2,MaxHP,5,4779,,Gold,5396436,,28665,5396436
204781,10002,2,MaxHP,15,4780,,Gold,5399849,,28680,5399849
204782,10002,2,MaxHP,5,4781,,Gold,5401895,,28685,5401895
204783,10002,2,MaxHP,5,4782,,Gold,5403942,,28690,5403942
204784,10002,2,MaxHP,5,4783,,Gold,5405989,,28695,5405989
204785,10002,2,MaxHP,5,4784,,Gold,5408037,,28700,5408037
204786,10002,2,MaxHP,5,4785,,Gold,5410085,,28705,5410085
204787,10002,2,MaxHP,5,4786,,Gold,5412133,,28710,5412133
204788,10002,2,MaxHP,5,4787,,Gold,5414182,,28715,5414182
204789,10002,2,MaxHP,5,4788,,Gold,5416231,,28720,5416231
204790,10002,2,MaxHP,5,4789,,Gold,5418280,,28725,5418280
204791,10002,2,MaxHP,15,4790,,Gold,5421700,,28740,5421700
204792,10002,2,MaxHP,5,4791,,Gold,5423750,,28745,5423750
204793,10002,2,MaxHP,5,4792,,Gold,5425801,,28750,5425801
204794,10002,2,MaxHP,5,4793,,Gold,5427852,,28755,5427852
204795,10002,2,MaxHP,5,4794,,Gold,5429904,,28760,5429904
204796,10002,2,MaxHP,5,4795,,Gold,5431956,,28765,5431956
204797,10002,2,MaxHP,5,4796,,Gold,5434008,,28770,5434008
204798,10002,2,MaxHP,5,4797,,Gold,5436061,,28775,5436061
204799,10002,2,MaxHP,5,4798,,Gold,5438114,,28780,5438114
204800,10002,2,MaxHP,5,4799,,Gold,5440167,,28785,5440167
204801,10002,2,MaxHP,15,4800,,Gold,5443593,,28800,5443593
204802,10002,2,MaxHP,5,4801,,Gold,5445647,,28805,5445647
204803,10002,2,MaxHP,5,4802,,Gold,5447702,,28810,5447702
204804,10002,2,MaxHP,5,4803,,Gold,5449757,,28815,5449757
204805,10002,2,MaxHP,5,4804,,Gold,5451813,,28820,5451813
204806,10002,2,MaxHP,5,4805,,Gold,5453869,,28825,5453869
204807,10002,2,MaxHP,5,4806,,Gold,5455925,,28830,5455925
204808,10002,2,MaxHP,5,4807,,Gold,5457982,,28835,5457982
204809,10002,2,MaxHP,5,4808,,Gold,5460039,,28840,5460039
